invoice_number,vendor_name,address,issued_date,due_date,invoice_status,product_name,quantity,unit_price
30-2022-11-13-Co,Company A,Holy See (Vatican City State),2022-11-13,2022-11-24,Paid,Web Development,1,2504.87
67-2022-10-16-Co,Company C,Costa Rica,2022-10-16,2022-10-26,Paid,Web Development,1,1930.89
82-2023-05-17-Co,Company B,Angola,2023-05-17,2023-06-14,Pending,AI Solution,1,4000.32
90-2023-02-27-Co,Company E,China,2023-02-27,2023-03-28,Pending,Mobile App Development,1,2681.6
44-2022-08-16-Co,Company D,Venezuela,2022-08-16,2022-09-10,Pending,IoT Solution,1,6430.52
73-2022-08-21-Co,Company E,Netherlands Antilles,2022-08-21,2022-08-30,Pending,AI Solution,1,6457.5
55-2022-11-17-Co,Company E,Algeria,2022-11-17,2022-12-10,Pending,IoT Solution,1,6756.56
5-2022-09-15-Co,Company A,Bhutan,2022-09-15,2022-10-05,Paid,IoT Solution,1,6580.26
62-2023-03-29-Co,Company C,Guernsey,2023-03-29,2023-04-08,Paid,IoT Solution,1,7115.92
75-2022-08-11-Co,Company D,United States Virgin Islands,2022-08-11,2022-08-28,Pending,AI Solution,1,8550.04
11-2022-09-17-Co,Company E,Cambodia,2022-09-17,2022-10-07,Paid,Mobile App Development,1,1896.32
16-2022-09-12-Co,Company D,Canada,2022-09-12,2022-09-20,Overdue,Mobile App Development,1,3449.67
70-2023-04-28-Co,Company A,Rwanda,2023-04-28,2023-05-21,Pending,E-commerce Development,1,1248.11
9-2023-01-13-Co,Company E,Libyan Arab Jamahiriya,2023-01-13,2023-01-29,Paid,AI Solution,1,8838.32
20-2022-07-17-Co,Company E,Rwanda,2022-07-17,2022-08-15,Pending,E-commerce Development,1,2260.22
85-2023-04-27-Co,Company B,Armenia,2023-04-27,2023-05-06,Paid,IoT Solution,1,6058.19
70-2022-12-01-Co,Company C,Bulgaria,2022-12-01,2022-12-20,Paid,Mobile App Development,1,1796.93
37-2023-02-17-Co,Company B,Zimbabwe,2023-02-17,2023-03-01,Overdue,UI/UX Design,1,587.5
36-2022-07-24-Co,Company D,Angola,2022-07-24,2022-08-08,Pending,AI Solution,1,3937.21
29-2023-03-03-Co,Company C,Nepal,2023-03-03,2023-03-27,Pending,E-commerce Development,1,4198.49
30-2022-07-16-Co,Company C,Namibia,2022-07-16,2022-07-23,Overdue,IoT Solution,1,6797.6
83-2022-07-11-Co,Company D,South Georgia and the South Sandwich Islands,2022-07-11,2022-07-24,Pending,Web Development,1,1727.03
66-2023-03-14-Co,Company B,Hong Kong,2023-03-14,2023-03-23,Paid,UI/UX Design,1,936.82
24-2023-07-09-Co,Company A,India,2023-07-09,2023-07-16,Overdue,UI/UX Design,1,482.99
70-2022-09-08-Co,Company C,Monaco,2022-09-08,2022-09-30,Overdue,E-commerce Development,1,1154.47
81-2023-06-23-Co,Company A,Lao People's Democratic Republic,2023-06-23,2023-07-01,Overdue,UI/UX Design,1,441.51
63-2022-09-28-Co,Company B,Nicaragua,2022-09-28,2022-10-15,Pending,Mobile App Development,1,3350.69
38-2023-01-30-Co,Company B,Swaziland,2023-01-30,2023-02-15,Paid,Web Development,1,626.87
21-2023-03-08-Co,Company B,France,2023-03-08,2023-03-31,Paid,AI Solution,1,8035.35
69-2022-12-10-Co,Company A,France,2022-12-10,2023-01-07,Paid,UI/UX Design,1,368.69
90-2023-04-17-Co,Company E,Venezuela,2023-04-17,2023-05-01,Paid,Mobile App Development,1,2319.93
89-2022-11-13-Co,Company B,Netherlands,2022-11-13,2022-12-10,Overdue,AI Solution,1,3025.44
26-2023-07-08-Co,Company A,Cyprus,2023-07-08,2023-07-23,Overdue,E-commerce Development,1,2475.31
10-2023-06-10-Co,Company B,South Africa,2023-06-10,2023-06-29,Overdue,AI Solution,1,7355.85
75-2023-03-31-Co,Company A,Cote d'Ivoire,2023-03-31,2023-04-21,Overdue,IoT Solution,1,6189.01
91-2023-01-15-Co,Company E,Netherlands Antilles,2023-01-15,2023-02-01,Pending,E-commerce Development,1,1552.09
68-2022-07-31-Co,Company B,Holy See (Vatican City State),2022-07-31,2022-08-27,Pending,AI Solution,1,6719.86
2-2022-12-07-Co,Company B,Montserrat,2022-12-07,2022-12-19,Pending,Web Development,1,843.51
48-2022-07-24-Co,Company D,Belize,2022-07-24,2022-08-13,Paid,AI Solution,1,8173.54
30-2023-04-10-Co,Company D,Afghanistan,2023-04-10,2023-04-18,Overdue,Mobile App Development,1,1701.7
79-2023-06-02-Co,Company E,Seychelles,2023-06-02,2023-06-18,Overdue,Web Development,1,877.29
24-2023-06-01-Co,Company B,Maldives,2023-06-01,2023-06-24,Pending,E-commerce Development,1,4071.64
96-2022-12-23-Co,Company D,Costa Rica,2022-12-23,2023-01-09,Paid,E-commerce Development,1,2057.21
92-2022-09-27-Co,Company D,Portugal,2022-09-27,2022-10-14,Paid,Web Development,1,1248.36
51-2023-06-09-Co,Company D,Saint Kitts and Nevis,2023-06-09,2023-06-16,Paid,Mobile App Development,1,1590.52
40-2022-10-22-Co,Company D,Turkmenistan,2022-10-22,2022-10-31,Overdue,IoT Solution,1,3205.13
87-2023-01-14-Co,Company E,Venezuela,2023-01-14,2023-02-03,Overdue,IoT Solution,1,5606.59
93-2022-08-06-Co,Company A,Samoa,2022-08-06,2022-08-27,Paid,AI Solution,1,6696.33
80-2022-08-06-Co,Company E,Luxembourg,2022-08-06,2022-08-16,Pending,E-commerce Development,1,1200.19
31-2023-04-20-Co,Company C,Aruba,2023-04-20,2023-05-04,Paid,IoT Solution,1,3934.14
69-2023-07-02-Co,Company E,Libyan Arab Jamahiriya,2023-07-02,2023-07-09,Overdue,Web Development,1,1816.98
33-2023-06-15-Co,Company B,Isle of Man,2023-06-15,2023-07-14,Pending,Web Development,1,2165.35
48-2022-08-18-Co,Company A,Cote d'Ivoire,2022-08-18,2022-09-15,Paid,IoT Solution,1,5863.68
29-2022-08-31-Co,Company C,Gibraltar,2022-08-31,2022-09-24,Paid,AI Solution,1,4142.81
37-2022-07-10-Co,Company D,Comoros,2022-07-10,2022-07-28,Paid,IoT Solution,1,6579.21
98-2023-02-13-Co,Company B,Mexico,2023-02-13,2023-03-07,Overdue,Web Development,1,1391.61
70-2023-04-02-Co,Company A,Monaco,2023-04-02,2023-04-26,Pending,AI Solution,1,7143.89
98-2022-11-26-Co,Company D,American Samoa,2022-11-26,2022-12-11,Pending,Mobile App Development,1,4712.38
38-2023-02-12-Co,Company C,Aruba,2023-02-12,2023-03-11,Paid,Mobile App Development,1,3491.38
35-2022-11-25-Co,Company C,Saint Pierre and Miquelon,2022-11-25,2022-12-23,Paid,IoT Solution,1,5687.45
68-2023-05-29-Co,Company B,Wallis and Futuna,2023-05-29,2023-06-25,Overdue,UI/UX Design,1,473.9
67-2022-10-24-Co,Company E,Cote d'Ivoire,2022-10-24,2022-11-15,Overdue,UI/UX Design,1,934.98
52-2022-12-28-Co,Company C,Sierra Leone,2022-12-28,2023-01-16,Paid,Web Development,1,2487.59
9-2022-10-17-Co,Company E,Moldova,2022-10-17,2022-11-01,Overdue,Mobile App Development,1,2996.04
26-2022-10-01-Co,Company C,Malaysia,2022-10-01,2022-10-14,Pending,UI/UX Design,1,817.13
26-2023-02-13-Co,Company C,Nepal,2023-02-13,2023-03-08,Overdue,UI/UX Design,1,959.54
17-2022-09-30-Co,Company B,Albania,2022-09-30,2022-10-30,Pending,UI/UX Design,1,846.44
10-2022-07-14-Co,Company E,Latvia,2022-07-14,2022-08-01,Pending,E-commerce Development,1,2710.04
71-2023-04-21-Co,Company B,Tajikistan,2023-04-21,2023-05-02,Pending,Web Development,1,1104.01
51-2023-04-02-Co,Company C,Sierra Leone,2023-04-02,2023-04-18,Overdue,UI/UX Design,1,681.73
77-2023-07-09-Co,Company A,Malta,2023-07-09,2023-07-25,Overdue,AI Solution,1,4671.51
8-2022-11-09-Co,Company C,Suriname,2022-11-09,2022-12-06,Overdue,E-commerce Development,1,1181.73
9-2023-02-19-Co,Company D,Spain,2023-02-19,2023-03-12,Overdue,Mobile App Development,1,4187.84
5-2022-11-20-Co,Company C,Korea,2022-11-20,2022-12-02,Overdue,AI Solution,1,6381.86
76-2023-07-01-Co,Company B,Egypt,2023-07-01,2023-07-19,Paid,E-commerce Development,1,4203.67
60-2023-01-09-Co,Company C,Poland,2023-01-09,2023-01-19,Pending,AI Solution,1,7174.64
47-2023-05-03-Co,Company C,Syrian Arab Republic,2023-05-03,2023-05-17,Paid,Web Development,1,2328.92
2-2022-08-19-Co,Company E,Taiwan,2022-08-19,2022-08-28,Overdue,Mobile App Development,1,2313.71
2-2023-01-19-Co,Company B,Liberia,2023-01-19,2023-01-28,Overdue,UI/UX Design,1,556.55
43-2022-11-26-Co,Company D,United States of America,2022-11-26,2022-12-19,Overdue,UI/UX Design,1,215.83
72-2022-10-07-Co,Company C,El Salvador,2022-10-07,2022-10-23,Pending,UI/UX Design,1,212.65
93-2022-12-01-Co,Company D,Mexico,2022-12-01,2022-12-11,Pending,E-commerce Development,1,4239.39
36-2023-05-16-Co,Company B,United States Virgin Islands,2023-05-16,2023-06-01,Pending,UI/UX Design,1,252.57
56-2022-09-01-Co,Company D,Guadeloupe,2022-09-01,2022-09-30,Pending,Web Development,1,603.06
88-2022-11-23-Co,Company A,Nauru,2022-11-23,2022-12-09,Paid,AI Solution,1,8809.05
69-2023-01-11-Co,Company D,Norway,2023-01-11,2023-01-25,Pending,IoT Solution,1,5099.23
99-2022-11-15-Co,Company A,Macao,2022-11-15,2022-12-13,Pending,AI Solution,1,5765.84
41-2023-02-25-Co,Company D,Palestinian Territory,2023-02-25,2023-03-11,Pending,Web Development,1,2714.96
95-2022-12-04-Co,Company C,Chad,2022-12-04,2022-12-11,Pending,Web Development,1,2991.09
74-2023-05-30-Co,Company E,Saudi Arabia,2023-05-30,2023-06-29,Paid,Mobile App Development,1,4683.0
59-2023-05-06-Co,Company C,Bulgaria,2023-05-06,2023-06-03,Paid,UI/UX Design,1,880.04
96-2023-06-19-Co,Company B,Heard Island and McDonald Islands,2023-06-19,2023-07-02,Paid,UI/UX Design,1,740.19
66-2022-09-12-Co,Company C,Ukraine,2022-09-12,2022-09-30,Overdue,Web Development,1,2290.88
21-2022-10-30-Co,Company E,Malta,2022-10-30,2022-11-23,Overdue,UI/UX Design,1,854.27
20-2023-05-02-Co,Company B,Canada,2023-05-02,2023-06-01,Pending,E-commerce Development,1,1684.5
16-2022-12-17-Co,Company C,Andorra,2022-12-17,2022-12-31,Pending,E-commerce Development,1,4623.87
75-2023-03-07-Co,Company C,Ghana,2023-03-07,2023-03-29,Overdue,E-commerce Development,1,4227.19
87-2022-08-02-Co,Company E,Wallis and Futuna,2022-08-02,2022-08-14,Paid,Mobile App Development,1,2314.24
33-2023-03-21-Co,Company E,Qatar,2023-03-21,2023-03-31,Pending,Mobile App Development,1,1234.91
40-2023-03-03-Co,Company C,Bouvet Island (Bouvetoya),2023-03-03,2023-03-24,Pending,UI/UX Design,1,887.13
51-2023-06-03-Co,Company A,Madagascar,2023-06-03,2023-06-27,Overdue,AI Solution,1,9957.39
46-2022-12-27-Co,Company E,Chile,2022-12-27,2023-01-19,Overdue,Mobile App Development,1,2473.67
28-2022-08-18-Co,Company D,Mexico,2022-08-18,2022-08-25,Pending,IoT Solution,1,6428.48
36-2022-08-23-Co,Company E,Papua New Guinea,2022-08-23,2022-09-22,Paid,AI Solution,1,3325.32
3-2022-12-20-Co,Company D,Puerto Rico,2022-12-20,2023-01-03,Paid,E-commerce Development,1,2338.44
75-2023-07-01-Co,Company A,Bulgaria,2023-07-01,2023-07-23,Pending,AI Solution,1,9439.08
97-2022-12-07-Co,Company D,Ghana,2022-12-07,2022-12-31,Paid,AI Solution,1,7363.45
7-2022-08-22-Co,Company B,Gabon,2022-08-22,2022-08-31,Pending,Mobile App Development,1,2105.82
81-2022-11-10-Co,Company B,Nepal,2022-11-10,2022-11-29,Overdue,Mobile App Development,1,3758.38
95-2023-05-31-Co,Company B,Montserrat,2023-05-31,2023-06-23,Paid,IoT Solution,1,3367.65
77-2022-10-10-Co,Company C,United States of America,2022-10-10,2022-11-03,Overdue,Web Development,1,1897.5
10-2022-12-09-Co,Company C,Niger,2022-12-09,2022-12-30,Paid,IoT Solution,1,6608.3
94-2023-02-16-Co,Company B,South Georgia and the South Sandwich Islands,2023-02-16,2023-03-07,Overdue,Web Development,1,1802.17
68-2023-01-01-Co,Company B,Faroe Islands,2023-01-01,2023-01-18,Paid,Mobile App Development,1,3605.13
52-2023-01-10-Co,Company E,Dominican Republic,2023-01-10,2023-02-04,Paid,E-commerce Development,1,1307.63
40-2022-10-29-Co,Company A,Zambia,2022-10-29,2022-11-16,Overdue,Web Development,1,547.35
99-2022-09-12-Co,Company B,Mayotte,2022-09-12,2022-09-27,Paid,Mobile App Development,1,4997.19
46-2022-10-25-Co,Company D,Qatar,2022-10-25,2022-11-20,Overdue,IoT Solution,1,5285.35
6-2022-09-01-Co,Company D,Tuvalu,2022-09-01,2022-09-11,Pending,UI/UX Design,1,910.89
38-2023-05-18-Co,Company C,Korea,2023-05-18,2023-06-15,Pending,IoT Solution,1,5958.92
84-2022-08-31-Co,Company E,Moldova,2022-08-31,2022-09-14,Overdue,AI Solution,1,5721.69
82-2023-03-30-Co,Company A,Seychelles,2023-03-30,2023-04-15,Pending,IoT Solution,1,2868.26
24-2022-12-06-Co,Company D,Norfolk Island,2022-12-06,2023-01-05,Paid,IoT Solution,1,4396.41
60-2023-03-14-Co,Company D,Wallis and Futuna,2023-03-14,2023-03-31,Pending,Web Development,1,2339.35
36-2023-05-11-Co,Company B,Chad,2023-05-11,2023-05-18,Pending,IoT Solution,1,2305.31
46-2022-10-21-Co,Company A,Oman,2022-10-21,2022-11-11,Paid,E-commerce Development,1,1762.12
61-2023-05-15-Co,Company C,Palau,2023-05-15,2023-06-01,Paid,UI/UX Design,1,576.54
74-2023-04-25-Co,Company C,Marshall Islands,2023-04-25,2023-05-18,Pending,AI Solution,1,3017.48
37-2022-09-19-Co,Company B,Grenada,2022-09-19,2022-10-08,Overdue,Web Development,1,2774.35
91-2022-10-04-Co,Company B,Antarctica (the territory South of 60 deg S),2022-10-04,2022-10-25,Paid,Web Development,1,1383.63
33-2023-03-16-Co,Company A,Austria,2023-03-16,2023-03-29,Overdue,Mobile App Development,1,2000.12
29-2023-03-13-Co,Company C,French Guiana,2023-03-13,2023-03-25,Pending,UI/UX Design,1,928.53
69-2023-03-12-Co,Company B,Cambodia,2023-03-12,2023-04-09,Paid,Mobile App Development,1,3695.81
68-2022-09-03-Co,Company E,Svalbard & Jan Mayen Islands,2022-09-03,2022-09-28,Paid,Mobile App Development,1,4387.54
35-2023-01-24-Co,Company E,San Marino,2023-01-24,2023-02-19,Overdue,Mobile App Development,1,2783.15
74-2022-08-03-Co,Company E,Tajikistan,2022-08-03,2022-08-31,Overdue,E-commerce Development,1,1234.1
62-2023-05-27-Co,Company D,Namibia,2023-05-27,2023-06-26,Pending,E-commerce Development,1,3294.17
6-2022-08-07-Co,Company D,Mozambique,2022-08-07,2022-08-21,Overdue,E-commerce Development,1,3629.81
29-2022-11-05-Co,Company D,Argentina,2022-11-05,2022-12-02,Paid,AI Solution,1,8409.33
97-2022-11-03-Co,Company D,India,2022-11-03,2022-11-28,Paid,Web Development,1,1801.61
24-2023-06-03-Co,Company B,Dominican Republic,2023-06-03,2023-06-20,Overdue,UI/UX Design,1,437.67
81-2023-06-12-Co,Company B,Mauritania,2023-06-12,2023-06-26,Pending,IoT Solution,1,3131.85
66-2023-03-28-Co,Company D,Yemen,2023-03-28,2023-04-26,Pending,Mobile App Development,1,4431.32
21-2022-07-22-Co,Company B,Germany,2022-07-22,2022-08-01,Overdue,E-commerce Development,1,1924.59
80-2022-11-26-Co,Company B,Guinea-Bissau,2022-11-26,2022-12-08,Paid,E-commerce Development,1,4779.38
83-2022-12-23-Co,Company D,United Kingdom,2022-12-23,2023-01-14,Pending,UI/UX Design,1,981.04
79-2023-05-28-Co,Company C,Western Sahara,2023-05-28,2023-06-12,Pending,Mobile App Development,1,2508.56
49-2022-11-20-Co,Company C,Central African Republic,2022-11-20,2022-12-09,Paid,UI/UX Design,1,964.69
12-2023-01-26-Co,Company C,Nauru,2023-01-26,2023-02-16,Overdue,UI/UX Design,1,912.13
5-2022-07-20-Co,Company A,Comoros,2022-07-20,2022-08-05,Paid,Mobile App Development,1,2673.26
15-2023-05-05-Co,Company E,Ukraine,2023-05-05,2023-05-31,Pending,IoT Solution,1,2627.97
10-2022-12-27-Co,Company C,Cambodia,2022-12-27,2023-01-05,Paid,UI/UX Design,1,943.33
86-2023-03-13-Co,Company A,Afghanistan,2023-03-13,2023-04-12,Overdue,IoT Solution,1,6529.99
99-2023-01-01-Co,Company A,Sierra Leone,2023-01-01,2023-01-11,Paid,Web Development,1,2470.19
6-2023-06-18-Co,Company E,Vanuatu,2023-06-18,2023-06-27,Pending,IoT Solution,1,2963.05
23-2022-10-13-Co,Company B,Madagascar,2022-10-13,2022-10-26,Paid,E-commerce Development,1,2914.26
13-2022-11-12-Co,Company C,Saint Kitts and Nevis,2022-11-12,2022-11-20,Paid,E-commerce Development,1,4084.44
51-2023-03-08-Co,Company B,Cameroon,2023-03-08,2023-03-26,Pending,AI Solution,1,6992.73
2-2023-06-06-Co,Company E,Iran,2023-06-06,2023-06-22,Overdue,Mobile App Development,1,3869.28
60-2023-06-19-Co,Company A,Andorra,2023-06-19,2023-07-12,Pending,UI/UX Design,1,840.33
95-2023-06-16-Co,Company B,Timor-Leste,2023-06-16,2023-07-11,Pending,IoT Solution,1,6154.0
85-2023-04-13-Co,Company B,Zambia,2023-04-13,2023-04-22,Pending,E-commerce Development,1,1019.89
55-2023-02-16-Co,Company D,Jamaica,2023-02-16,2023-03-04,Pending,Web Development,1,2293.6
72-2022-10-01-Co,Company C,Chile,2022-10-01,2022-10-24,Pending,UI/UX Design,1,881.53
69-2022-12-29-Co,Company D,Haiti,2022-12-29,2023-01-21,Overdue,E-commerce Development,1,2080.42
56-2022-12-02-Co,Company B,Palestinian Territory,2022-12-02,2023-01-01,Pending,AI Solution,1,5877.15
25-2023-01-03-Co,Company B,Bhutan,2023-01-03,2023-01-29,Paid,AI Solution,1,7795.44
30-2023-05-13-Co,Company B,Guatemala,2023-05-13,2023-06-09,Pending,AI Solution,1,4752.31
6-2022-10-22-Co,Company C,French Guiana,2022-10-22,2022-10-30,Pending,IoT Solution,1,2953.03
20-2022-12-09-Co,Company C,Malaysia,2022-12-09,2023-01-05,Paid,E-commerce Development,1,2905.67
23-2022-08-26-Co,Company C,Chad,2022-08-26,2022-09-18,Overdue,IoT Solution,1,5425.69
66-2022-11-19-Co,Company D,Kenya,2022-11-19,2022-12-12,Pending,Web Development,1,2181.38
53-2022-07-23-Co,Company D,Cocos (Keeling) Islands,2022-07-23,2022-08-05,Paid,UI/UX Design,1,266.19
18-2023-05-26-Co,Company C,Antarctica (the territory South of 60 deg S),2023-05-26,2023-06-05,Overdue,Web Development,1,2587.13
26-2023-04-03-Co,Company B,French Guiana,2023-04-03,2023-04-10,Paid,E-commerce Development,1,2225.12
64-2023-07-09-Co,Company E,Tokelau,2023-07-09,2023-07-26,Paid,E-commerce Development,1,3491.39
75-2022-09-04-Co,Company E,Holy See (Vatican City State),2022-09-04,2022-09-27,Paid,Web Development,1,2927.67
33-2022-08-24-Co,Company C,American Samoa,2022-08-24,2022-09-06,Overdue,E-commerce Development,1,3553.87
98-2023-05-02-Co,Company B,Zambia,2023-05-02,2023-05-30,Overdue,IoT Solution,1,2957.83
61-2023-01-13-Co,Company B,Rwanda,2023-01-13,2023-02-11,Paid,Web Development,1,1143.64
26-2022-12-16-Co,Company E,Burkina Faso,2022-12-16,2022-12-30,Pending,E-commerce Development,1,1649.71
85-2022-08-24-Co,Company B,Tuvalu,2022-08-24,2022-09-11,Pending,AI Solution,1,6788.55
51-2022-11-27-Co,Company C,Namibia,2022-11-27,2022-12-27,Pending,AI Solution,1,7894.35
78-2022-08-19-Co,Company A,Luxembourg,2022-08-19,2022-09-13,Overdue,AI Solution,1,4368.85
58-2022-08-02-Co,Company E,Estonia,2022-08-02,2022-08-12,Pending,E-commerce Development,1,2000.91
95-2022-12-22-Co,Company C,British Indian Ocean Territory (Chagos Archipelago),2022-12-22,2023-01-19,Overdue,IoT Solution,1,6399.99
13-2023-07-05-Co,Company C,British Virgin Islands,2023-07-05,2023-07-21,Overdue,UI/UX Design,1,964.99
86-2022-11-17-Co,Company A,Korea,2022-11-17,2022-11-27,Paid,E-commerce Development,1,2248.85
72-2022-12-07-Co,Company A,French Guiana,2022-12-07,2023-01-04,Paid,Mobile App Development,1,3112.35
35-2022-08-30-Co,Company A,Sudan,2022-08-30,2022-09-18,Overdue,IoT Solution,1,7832.59
9-2022-11-26-Co,Company C,Germany,2022-11-26,2022-12-07,Overdue,UI/UX Design,1,357.04
56-2023-02-08-Co,Company A,Slovakia (Slovak Republic),2023-02-08,2023-03-10,Pending,AI Solution,1,9374.15
64-2023-02-08-Co,Company A,New Caledonia,2023-02-08,2023-02-15,Paid,UI/UX Design,1,633.43
82-2023-01-02-Co,Company B,Liberia,2023-01-02,2023-01-22,Overdue,AI Solution,1,4939.63
3-2023-07-02-Co,Company C,Latvia,2023-07-02,2023-07-21,Overdue,Mobile App Development,1,1315.18
80-2022-12-27-Co,Company E,Bosnia and Herzegovina,2022-12-27,2023-01-20,Overdue,Mobile App Development,1,2194.92
40-2023-05-06-Co,Company A,Turkmenistan,2023-05-06,2023-05-26,Pending,AI Solution,1,8388.7
54-2022-12-03-Co,Company D,Estonia,2022-12-03,2022-12-20,Paid,E-commerce Development,1,3334.59
71-2022-12-14-Co,Company B,India,2022-12-14,2023-01-09,Pending,IoT Solution,1,5604.34
21-2022-09-06-Co,Company B,Finland,2022-09-06,2022-09-14,Paid,AI Solution,1,6515.73
84-2022-10-21-Co,Company A,Algeria,2022-10-21,2022-11-15,Paid,Mobile App Development,1,4695.62
76-2022-10-24-Co,Company D,British Virgin Islands,2022-10-24,2022-11-13,Overdue,AI Solution,1,7947.26
23-2023-01-30-Co,Company E,Mayotte,2023-01-30,2023-02-15,Overdue,IoT Solution,1,4087.16
57-2022-08-12-Co,Company B,United States Minor Outlying Islands,2022-08-12,2022-09-02,Pending,UI/UX Design,1,622.86
36-2022-07-15-Co,Company A,Sierra Leone,2022-07-15,2022-08-13,Overdue,IoT Solution,1,7022.14
55-2022-07-21-Co,Company D,Malaysia,2022-07-21,2022-08-08,Pending,AI Solution,1,8319.89
19-2022-12-02-Co,Company D,Somalia,2022-12-02,2022-12-18,Overdue,Web Development,1,989.31
83-2023-05-04-Co,Company D,French Polynesia,2023-05-04,2023-05-13,Pending,IoT Solution,1,5956.13
41-2023-01-31-Co,Company E,Nauru,2023-01-31,2023-02-09,Overdue,Web Development,1,1384.38
52-2023-02-04-Co,Company A,Seychelles,2023-02-04,2023-02-18,Pending,AI Solution,1,6499.15
78-2023-04-21-Co,Company B,Bermuda,2023-04-21,2023-05-13,Paid,Mobile App Development,1,4760.14
21-2023-06-03-Co,Company C,Kazakhstan,2023-06-03,2023-07-01,Paid,UI/UX Design,1,961.4
32-2022-09-03-Co,Company A,Mayotte,2022-09-03,2022-09-10,Overdue,E-commerce Development,1,3803.4
90-2023-03-18-Co,Company E,Burundi,2023-03-18,2023-03-25,Overdue,E-commerce Development,1,4331.73
65-2023-03-28-Co,Company E,Luxembourg,2023-03-28,2023-04-05,Pending,IoT Solution,1,7189.86
73-2023-06-08-Co,Company A,Tajikistan,2023-06-08,2023-06-23,Overdue,UI/UX Design,1,411.5
28-2022-12-12-Co,Company A,Martinique,2022-12-12,2022-12-24,Paid,IoT Solution,1,4181.84
98-2023-01-30-Co,Company E,Palestinian Territory,2023-01-30,2023-02-09,Overdue,UI/UX Design,1,415.34
50-2022-07-26-Co,Company A,Tonga,2022-07-26,2022-08-05,Pending,IoT Solution,1,5000.76
8-2023-03-06-Co,Company C,British Virgin Islands,2023-03-06,2023-03-23,Pending,Mobile App Development,1,2659.06
59-2023-01-23-Co,Company D,Jordan,2023-01-23,2023-02-18,Paid,E-commerce Development,1,2816.55
15-2023-01-26-Co,Company A,Saint Barthelemy,2023-01-26,2023-02-25,Pending,AI Solution,1,6490.88
86-2023-07-03-Co,Company A,Slovenia,2023-07-03,2023-07-23,Overdue,Web Development,1,713.52
23-2022-12-22-Co,Company B,Cook Islands,2022-12-22,2023-01-21,Overdue,IoT Solution,1,3783.68
